team_number,team_id,file_name,trainer_name,trainer_class,master_or_normal,format,set_number,team_label,source_file,source_page_url,pokemon_count,pokemon_species
1532,T00001532,T00001532_PsychicJasper_NS4.txt,Jasper,Psychic,N,S,4,Single Battles Set 4: Team B,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Seviper, Zangoose, Primeape"
1533,T00001533,T00001533_PsychicJasper_NS5.txt,Jasper,Psychic,N,S,5,Single Battles Set 5: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Mr. Mime, Octillery, Girafarig"
1534,T00001534,T00001534_PsychicJasper_ND4.txt,Jasper,Psychic,N,D,4,Double Battles Set 4: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Castform, Chansey, Hitmontop, Mothim"
1535,T00001535,T00001535_PsychicJasper_ND4.txt,Jasper,Psychic,N,D,4,Double Battles Set 4: Team B,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Hitmontop, Metang, Kabutops, Girafarig"
1536,T00001536,T00001536_PsychicJasper_ND5.txt,Jasper,Psychic,N,D,5,Double Battles Set 5: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Meganium, Lumineon, Rhydon, Zangoose"
1537,T00001537,T00001537_PsychicAliyah_NS4.txt,Aliyah,Psychic,N,S,4,Single Battles Set 4: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Cacturne, Piloswine, Hitmonchan"
1538,T00001538,T00001538_PsychicAliyah_NS4.txt,Aliyah,Psychic,N,S,4,Single Battles Set 4: Team B,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Hitmonchan, Jumpluff, Seaking"
1539,T00001539,T00001539_PsychicAliyah_NS4.txt,Aliyah,Psychic,N,S,4,Single Battles Set 4: Team C,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Bellossom, Swalot, Golbat"
1540,T00001540,T00001540_PsychicAliyah_NS4.txt,Aliyah,Psychic,N,S,4,Single Battles Set 4: Team D,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Octillery, Wigglytuff, Ivysaur"
1541,T00001541,T00001541_PsychicAliyah_NS5.txt,Aliyah,Psychic,N,S,5,Single Battles Set 5: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Gastrodon, Mantine, Clefable"
1542,T00001542,T00001542_PsychicAliyah_ND4.txt,Aliyah,Psychic,N,D,4,Double Battles Set 4: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Magcargo, Cloyster, Chansey, Ivysaur"
1543,T00001543,T00001543_PsychicAliyah_ND4.txt,Aliyah,Psychic,N,D,4,Double Battles Set 4: Team B,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Venomoth, Camerupt, Piloswine, Rotom"
1544,T00001544,T00001544_PsychicAliyah_ND5.txt,Aliyah,Psychic,N,D,5,Double Battles Set 5: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Huntail, Staraptor, Swampert, Kabutops"
1545,T00001545,T00001545_PsychicTina_NS4.txt,Tina,Psychic,N,S,4,Single Battles Set 4: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Cherrim, Fearow, Kingler"
1546,T00001546,T00001546_PsychicTina_NS4.txt,Tina,Psychic,N,S,4,Single Battles Set 4: Team B,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Huntail, Carnivine, Primeape"
1547,T00001547,T00001547_PsychicTina_NS4.txt,Tina,Psychic,N,S,4,Single Battles Set 4: Team C,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Golbat, Mantine, Hitmonlee"
1548,T00001548,T00001548_PsychicTina_NS5.txt,Tina,Psychic,N,S,5,Single Battles Set 5: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Sceptile, Swalot, Magmar"
1549,T00001549,T00001549_PsychicTina_ND4.txt,Tina,Psychic,N,D,4,Double Battles Set 4: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Mantine, Marshtomp, Banette, Sealeo"
1550,T00001550,T00001550_PsychicTina_ND4.txt,Tina,Psychic,N,D,4,Double Battles Set 4: Team B,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Cloyster, Torkoal, Golbat, Girafarig"
1551,T00001551,T00001551_PsychicTina_ND5.txt,Tina,Psychic,N,D,5,Double Battles Set 5: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Blastoise, Omastar, Glalie, Vespiquen"
1552,T00001552,T00001552_PsychicStewart_NS4.txt,Stewart,Psychic,N,S,4,Single Battles Set 4: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Chatot, Seaking, Mantine"
1553,T00001553,T00001553_PsychicStewart_NS5.txt,Stewart,Psychic,N,S,5,Single Battles Set 5: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Quagsire, Marowak, Skuntank"
1554,T00001554,T00001554_PsychicStewart_ND4.txt,Stewart,Psychic,N,D,4,Double Battles Set 4: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Torkoal, Charmeleon, Zangoose, Magneton"
1555,T00001555,T00001555_PsychicStewart_ND4.txt,Stewart,Psychic,N,D,4,Double Battles Set 4: Team B,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Venomoth, Stantler, Bellossom, Magneton"
1556,T00001556,T00001556_PsychicStewart_ND5.txt,Stewart,Psychic,N,D,5,Double Battles Set 5: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Charizard, Quagsire, Electrode, Ambipom"
1557,T00001557,T00001557_PsychicKolton_NS4.txt,Kolton,Psychic,N,S,4,Single Battles Set 4: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Cacturne, Crawdaunt, Torkoal"
1558,T00001558,T00001558_PsychicKolton_NS5.txt,Kolton,Psychic,N,S,5,Single Battles Set 5: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Jynx, Dewgong, Whiscash"
1559,T00001559,T00001559_PsychicKolton_ND4.txt,Kolton,Psychic,N,D,4,Double Battles Set 4: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Quilava, Sharpedo, Chansey, Qwilfish"
1560,T00001560,T00001560_PsychicKolton_ND4.txt,Kolton,Psychic,N,D,4,Double Battles Set 4: Team B,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Pupitar, Magneton, Relicanth, Raticate"
1561,T00001561,T00001561_PsychicKolton_ND5.txt,Kolton,Psychic,N,D,5,Double Battles Set 5: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Magneton, Marowak, Slowbro, Seviper"
1562,T00001562,T00001562_PsychicMelody_NS5.txt,Melody,Psychic,N,S,5,Single Battles Set 5: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Staraptor, Empoleon, Tauros"
1563,T00001563,T00001563_PsychicMelody_ND4.txt,Melody,Psychic,N,D,4,Double Battles Set 4: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Primeape, Raticate, Grumpig, Mantine"
1564,T00001564,T00001564_PsychicMelody_ND4.txt,Melody,Psychic,N,D,4,Double Battles Set 4: Team B,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Seadra, Kingler, Hitmonlee, Furret"
1565,T00001565,T00001565_PsychicMelody_ND5.txt,Melody,Psychic,N,D,5,Double Battles Set 5: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Tropius, Skuntank, Shiftry, Venomoth"
1566,T00001566,T00001566_PsychicClyde_NS7.txt,Clyde,Psychic,N,S,7,Single Battles Set 7: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Togekiss, Blastoise, Lapras"
1567,T00001567,T00001567_PsychicClyde_MS1.txt,Clyde,Psychic,M,S,1,Master Class Single Battles: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Gallade, Gastrodon, Ludicolo"
1568,T00001568,T00001568_PsychicClyde_MS1.txt,Clyde,Psychic,M,S,1,Master Class Single Battles: Team B,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Shuckle, Exploud, Jolteon"
1569,T00001569,T00001569_PsychicClyde_ND7.txt,Clyde,Psychic,N,D,7,Double Battles Set 7: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Jolteon, Muk, Hippowdon, Bastiodon"
1570,T00001570,T00001570_PsychicClyde_ND7.txt,Clyde,Psychic,N,D,7,Double Battles Set 7: Team B,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Claydol, Garchomp, Meganium, Gallade"
1571,T00001571,T00001571_PsychicClara_NS7.txt,Clara,Psychic,N,S,7,Single Battles Set 7: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Rhyperior, Hippowdon, Meganium"
1572,T00001572,T00001572_PsychicClara_MS1.txt,Clara,Psychic,M,S,1,Master Class Single Battles: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Gastrodon, Shiftry, Miltank"
1573,T00001573,T00001573_PsychicClara_MS1.txt,Clara,Psychic,M,S,1,Master Class Single Battles: Team B,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Latias, Medicham, Blaziken"
1574,T00001574,T00001574_PsychicClara_ND7.txt,Clara,Psychic,N,D,7,Double Battles Set 7: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Feraligatr, Politoed, Dragonite, Bronzong"
1575,T00001575,T00001575_PsychicAlma_NS7.txt,Alma,Psychic,N,S,7,Single Battles Set 7: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Meganium, Dragonite, Leafeon"
1576,T00001576,T00001576_PsychicAlma_NS7.txt,Alma,Psychic,N,S,7,Single Battles Set 7: Team B,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Tangrowth, Slaking, Meganium"
1577,T00001577,T00001577_PsychicAlma_MS1.txt,Alma,Psychic,M,S,1,Master Class Single Battles: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Quagsire, Regirock, Regigigas"
1578,T00001578,T00001578_PsychicAlma_ND7.txt,Alma,Psychic,N,D,7,Double Battles Set 7: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Typhlosion, Gliscor, Flareon, Gardevoir"
1579,T00001579,T00001579_PsychicAlma_ND7.txt,Alma,Psychic,N,D,7,Double Battles Set 7: Team B,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Alakazam, Blissey, Porygon-Z, Scizor"
1580,T00001580,T00001580_PsychicGunner_NS7.txt,Gunner,Psychic,N,S,7,Single Battles Set 7: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Gyarados, Roserade, Floatzel"
1581,T00001581,T00001581_PsychicGunner_NS7.txt,Gunner,Psychic,N,S,7,Single Battles Set 7: Team B,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Milotic, Magnezone, Umbreon"
1582,T00001582,T00001582_PsychicGunner_MS1.txt,Gunner,Psychic,M,S,1,Master Class Single Battles: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Jynx, Regirock, Skarmory"
1583,T00001583,T00001583_PsychicGunner_ND7.txt,Gunner,Psychic,N,D,7,Double Battles Set 7: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Garchomp, Hippowdon, Blastoise, Meganium"
1584,T00001584,T00001584_PsychicGunner_ND7.txt,Gunner,Psychic,N,D,7,Double Battles Set 7: Team B,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,4,"Walrein, Shuckle, Kingdra, Altaria"
1585,T00001585,T00001585_RancherSheldon_NS3.txt,Sheldon,Rancher,N,S,3,Single Battles Set 3: Team A,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,3,"Castform, Bibarel, Charmeleon"
1586,T00001586,T00001586_RancherSheldon_NS3.txt,Sheldon,Rancher,N,S,3,Single Battles Set 3: Team B,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,3,"Masquerain, Qwilfish, Quilava"
1587,T00001587,T00001587_RancherSheldon_NS4.txt,Sheldon,Rancher,N,S,4,Single Battles Set 4: Team A,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,3,"Clefable, Golbat, Stantler"
1588,T00001588,T00001588_RancherSheldon_ND3.txt,Sheldon,Rancher,N,D,3,Double Battles Set 3: Team A,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,4,"Grotle, Lunatone, Gabite, Bibarel"
1589,T00001589,T00001589_RancherSheldon_ND3.txt,Sheldon,Rancher,N,D,3,Double Battles Set 3: Team B,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,4,"Mothim, Murkrow, Gligar, Parasect"
1590,T00001590,T00001590_RancherSheldon_ND4.txt,Sheldon,Rancher,N,D,4,Double Battles Set 4: Team A,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,4,"Bayleef, Sharpedo, Pidgeot, Chimecho"
1591,T00001591,T00001591_RancherEzra_NS3.txt,Ezra,Rancher,N,S,3,Single Battles Set 3: Team A,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,3,"Gloom, Furret, Pelipper"
1592,T00001592,T00001592_RancherEzra_NS3.txt,Ezra,Rancher,N,S,3,Single Battles Set 3: Team B,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,3,"Croconaw, Pupitar, Linoone"
1593,T00001593,T00001593_RancherEzra_NS4.txt,Ezra,Rancher,N,S,4,Single Battles Set 4: Team A,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,3,"Sharpedo, Piloswine, Scyther"
1594,T00001594,T00001594_RancherEzra_ND3.txt,Ezra,Rancher,N,D,3,Double Battles Set 3: Team A,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,4,"Metang, Wormadam, Masquerain, Qwilfish"
1595,T00001595,T00001595_RancherEzra_ND3.txt,Ezra,Rancher,N,D,3,Double Battles Set 3: Team B,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,4,"Magcargo, Poliwhirl, Combusken, Bayleef"
1596,T00001596,T00001596_RancherEzra_ND4.txt,Ezra,Rancher,N,D,4,Double Battles Set 4: Team A,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,4,"Pidgeot, Sudowoodo, Zangoose, Persian"
1597,T00001597,T00001597_RancherPierce_NS3.txt,Pierce,Rancher,N,S,3,Single Battles Set 3: Team A,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,3,"Swellow, Lunatone, Bayleef"
1598,T00001598,T00001598_RancherPierce_NS4.txt,Pierce,Rancher,N,S,4,Single Battles Set 4: Team A,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,3,"Bellossom, Mantine, Jumpluff"
1599,T00001599,T00001599_RancherPierce_NS4.txt,Pierce,Rancher,N,S,4,Single Battles Set 4: Team B,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,3,"Purugly, Misdreavus, Furret"
1600,T00001600,T00001600_RancherPierce_ND3.txt,Pierce,Rancher,N,D,3,Double Battles Set 3: Team A,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,4,"Sealeo, Combusken, Bayleef, Lairon"
1601,T00001601,T00001601_RancherPierce_ND3.txt,Pierce,Rancher,N,D,3,Double Battles Set 3: Team B,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,4,"Swellow, Kadabra, Monferno, Mawile"
1602,T00001602,T00001602_RancherPierce_ND4.txt,Pierce,Rancher,N,D,4,Double Battles Set 4: Team A,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,4,"Mothim, Purugly, Kingler, Vigoroth"
1603,T00001603,T00001603_RancherKellen_NS7.txt,Kellen,Rancher,N,S,7,Single Battles Set 7: Team A,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,3,"Typhlosion, Nidoqueen, Miltank"
1604,T00001604,T00001604_RancherKellen_NS7.txt,Kellen,Rancher,N,S,7,Single Battles Set 7: Team B,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,3,"Gengar, Lapras, Blaziken"
1605,T00001605,T00001605_RancherKellen_MS1.txt,Kellen,Rancher,M,S,1,Master Class Single Battles: Team A,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,3,"Tyranitar, Raichu, Dewgong"
1606,T00001606,T00001606_RancherKellen_ND7.txt,Kellen,Rancher,N,D,7,Double Battles Set 7: Team A,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,4,"Typhlosion, Vaporeon, Metagross, Salamence"
1607,T00001607,T00001607_RancherKellen_ND7.txt,Kellen,Rancher,N,D,7,Double Battles Set 7: Team B,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,4,"Jolteon, Rhyperior, Dugtrio, Typhlosion"
1608,T00001608,T00001608_RancherAlton_NS7.txt,Alton,Rancher,N,S,7,Single Battles Set 7: Team A,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,3,"Espeon, Torterra, Leafeon"
1609,T00001609,T00001609_RancherAlton_NS7.txt,Alton,Rancher,N,S,7,Single Battles Set 7: Team B,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,3,"Dugtrio, Honchkrow, Poliwrath"
1610,T00001610,T00001610_RancherAlton_MS1.txt,Alton,Rancher,M,S,1,Master Class Single Battles: Team A,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,3,"Skarmory, Staraptor, Articuno"
1611,T00001611,T00001611_RancherAlton_MS1.txt,Alton,Rancher,M,S,1,Master Class Single Battles: Team B,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,3,"Politoed, Ampharos, Blissey"
1612,T00001612,T00001612_RancherAlton_ND7.txt,Alton,Rancher,N,D,7,Double Battles Set 7: Team A,Rancher.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Rancher,4,"Glaceon, Aggron, Espeon, Milotic"
